date,datetime,channel,house_number,promo_title,observed_effectiveness_score,best_possible_score,uplift_if_optimised,should_move,recommended_position,recommended_offset_minutes,advice_text
2025-07-01,2025-07-01 09:16:50,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,0.0,29.51,29.51,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-02,2025-07-02 06:00:00,Viasat History CEE,IWHIS132,Animated Ident 1 - Napoleon HD cutdown 10,35.0,36.88,1.88,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 06:46:09,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,32.84,33.89,1.05,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 06:46:09,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 06:46:10,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,23.15,28.6,5.45,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 06:46:25,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,33.89,36.88,2.99,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 06:46:55,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,31.48,36.88,5.4,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 06:47:25,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,35.21,36.88,1.67,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 06:47:55,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,26.31,36.88,10.57,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-02,2025-07-02 06:48:05,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,34.1,33.89,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 07:04:33,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,33.57,32.29,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 07:04:33,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 07:04:34,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,22.02,27.0,4.98,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 07:04:49,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,28.6,35.28,6.68,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 07:05:19,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,28.63,35.28,6.65,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 07:05:49,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,0.0,32.52,32.52,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-02,2025-07-02 07:06:19,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,30.97,35.28,4.31,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 07:06:29,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,21.87,32.29,10.42,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-02,2025-07-02 07:22:21,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,22.83,30.69,7.86,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 07:22:21,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 07:22:22,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,24.08,25.4,1.32,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 07:22:37,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,26.31,33.68,7.37,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 07:23:07,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,21.23,33.68,12.45,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-02,2025-07-02 07:23:37,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,25.12,33.68,8.56,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-02,2025-07-02 07:24:07,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,29.27,33.68,4.41,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 07:24:17,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,27.44,30.69,3.25,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:00:48,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:00:48,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,23.37,29.09,5.72,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:00:49,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,20.24,23.8,3.56,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:01:04,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,29.48,32.08,2.6,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:01:34,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,21.23,32.08,10.85,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-02,2025-07-02 08:02:04,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,20.81,32.08,11.27,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-02,2025-07-02 08:02:34,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,26.56,32.08,5.52,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:02:44,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,28.45,29.09,0.64,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:18:53,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:18:53,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,38.77,38.69,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:18:54,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,27.0,33.4,6.4,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:19:09,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,43.53,41.68,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:19:39,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,46.36,41.68,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:20:09,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,44.29,41.68,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:20:39,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,43.24,41.68,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:20:49,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,33.82,38.69,4.87,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:36:56,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:36:56,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,34.58,37.09,2.51,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:36:57,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,34.57,31.8,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:37:12,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,40.46,40.08,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:37:42,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,36.1,40.08,3.98,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:38:12,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,38.64,40.08,1.44,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:38:42,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,39.64,40.08,0.44,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:38:52,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,37.81,37.09,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:50:39,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:50:39,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,32.76,35.49,2.73,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:50:40,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,29.45,30.2,0.75,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:50:55,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,42.89,38.48,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:51:25,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,34.62,38.48,3.86,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:51:55,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,34.68,38.48,3.8,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:52:25,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,35.95,38.48,2.53,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 08:52:35,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,34.75,35.49,0.74,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 09:14:54,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 09:14:54,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,29.39,33.89,4.5,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 09:14:55,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,24.94,28.6,3.66,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 09:15:10,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,28.68,36.88,8.2,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-02,2025-07-02 09:15:40,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,33.45,36.88,3.43,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 09:16:10,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,31.61,36.88,5.27,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 09:16:40,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,36.2,36.88,0.68,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-02,2025-07-02 09:16:50,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,34.65,33.89,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 06:00:00,Viasat History CEE,IWHIS132,Animated Ident 1 - Napoleon HD cutdown 10,29.23,33.89,4.66,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 06:46:09,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 06:46:09,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,28.56,30.89,2.33,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 06:46:10,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,22.47,25.61,3.14,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 06:46:25,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,26.88,33.89,7.01,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 06:46:55,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,23.54,33.89,10.35,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-03,2025-07-03 06:47:25,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,31.77,33.89,2.12,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 06:47:55,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,28.97,33.89,4.92,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 06:48:05,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,32.35,30.89,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 07:04:33,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,21.14,29.29,8.15,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-03,2025-07-03 07:04:33,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 07:04:34,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,19.1,24.01,4.91,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 07:04:49,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,32.87,32.29,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 07:05:19,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,27.82,32.29,4.47,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 07:05:49,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,32.18,32.29,0.11,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 07:06:19,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,26.53,32.29,5.76,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 07:06:29,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,26.49,29.29,2.8,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 07:22:21,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,20.17,27.69,7.52,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 07:22:21,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 07:22:22,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,11.05,22.41,11.36,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-03,2025-07-03 07:22:37,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,20.07,30.69,10.62,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-03,2025-07-03 07:23:07,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,24.83,30.69,5.86,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 07:23:37,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,23.23,30.69,7.46,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 07:24:07,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,26.54,30.69,4.15,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 07:24:17,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,22.57,27.69,5.12,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:00:48,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:00:48,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,41.3,37.29,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:00:49,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,34.92,32.01,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:01:04,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,36.47,40.29,3.82,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:01:34,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,41.4,40.29,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:02:04,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,44.1,40.29,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:02:34,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,38.42,40.29,1.87,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:02:44,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,36.2,37.29,1.09,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:18:53,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:18:53,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,34.09,35.69,1.6,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:18:54,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,33.55,30.41,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:19:09,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,0.0,35.93,35.93,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-03,2025-07-03 08:19:39,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,39.61,38.69,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:20:09,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,37.95,38.69,0.74,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:20:39,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,39.65,38.69,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:20:49,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,34.26,35.69,1.43,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:36:56,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:36:56,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,31.25,34.09,2.84,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:36:57,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,24.67,28.81,4.14,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:37:12,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,27.69,37.09,9.4,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-03,2025-07-03 08:37:42,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,31.33,37.09,5.76,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:38:12,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,34.31,37.09,2.78,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:38:42,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,31.88,37.09,5.21,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:38:52,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,31.76,34.09,2.33,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:50:39,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:50:39,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,22.54,32.49,9.95,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-03,2025-07-03 08:50:40,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,24.57,27.21,2.64,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:50:55,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,36.37,35.49,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:51:25,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,33.94,35.49,1.55,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:51:55,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,0.0,32.73,32.73,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-03,2025-07-03 08:52:25,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,35.8,35.49,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 08:52:35,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,26.39,32.49,6.1,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 09:14:54,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 09:14:54,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,22.14,30.89,8.75,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-03,2025-07-03 09:14:55,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,18.85,25.61,6.76,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 09:15:10,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,26.72,33.89,7.17,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 09:15:40,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,28.69,33.89,5.2,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 09:16:10,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,24.6,33.89,9.29,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-03,2025-07-03 09:16:40,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,29.26,33.89,4.63,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-03,2025-07-03 09:16:50,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,28.69,30.89,2.2,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-07,2025-07-07 06:00:00,Viasat History CEE,IWHIS132,Animated Ident 1 - Napoleon HD cutdown 10,20.96,28.55,7.59,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-07,2025-07-07 06:46:09,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,16.68,25.56,8.88,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-07,2025-07-07 06:46:09,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-07,2025-07-07 06:46:10,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,10.79,20.27,9.48,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-07,2025-07-07 06:46:25,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,22.33,28.55,6.22,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-07,2025-07-07 06:46:55,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,22.42,28.55,6.13,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-07,2025-07-07 06:47:25,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,12.68,28.55,15.87,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-07,2025-07-07 06:47:55,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,24.86,28.55,3.69,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-07,2025-07-07 06:48:05,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,16.09,25.56,9.47,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-07,2025-07-07 07:04:33,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,14.51,23.96,9.45,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-07,2025-07-07 07:04:33,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-07,2025-07-07 07:04:34,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,10.2,18.67,8.47,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-07,2025-07-07 07:04:49,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,21.56,26.95,5.39,0,keep,0,Current placement is acceptable relative to contextual signals.
2025-07-07,2025-07-07 07:05:19,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,14.73,26.95,12.22,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-07,2025-07-07 07:05:49,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,13.03,26.95,13.92,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2025-07-07,2025-07-07 07:06:19,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,0.0,24.19,24.19,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
